Total Debts to Total Capital,Price to Book Ratio,Price Earnings Ratio (P/E),Total Assets Growth Rate,Revenue Growth Rate,Return on Common Equity,Return on Assets,Gross Margin
0.6184257168823282,0.872262310209645,0.5781515845200076,0.05128961625068431,0.08325451919132242,121.00160537781308,4.5943850545082165,12.855642072403542
0.7006427560944353,0.9718469145806368,0.518117331297052,0.03228123454958473,0.12057949335283875,130.03347269890241,4.532637398961969,13.169986288633115
0.7477260632548747,0.9413140726503629,0.46922113026653006,0.09905481665420873,0.07626998264488052,101.86632132048976,4.64971254460801,12.886789633405
0.764494249563431,1.035390145737511,0.4614435894272562,0.03782582781207189,0.057425880729154194,92.10413396332522,5.067836658919864,12.835774078114586
0.4845566235781312,1.1160690451824749,0.3126869034386969,0.039974281978265046,0.07000448461570404,77.85491648085832,4.629988300109326,12.99477490699636
0.7325008525331791,1.1798189178272747,0.3346879202563981,0.07762799990317416,0.10977907209193777,92.68473207350432,4.683106197046733,12.905118078005874
0.7437668935953796,1.1775916585505588,0.34664930616502765,0.08474585404865843,0.15037619128772067,107.71274393065431,4.681186184275443,13.543474338078019
0.752891200624259,1.1823080132212584,0.34436709440447993,0.03517437888709981,0.06503952862984094,95.28620018453361,4.440023645881052,12.618303655199544
0.7996365491760732,1.2577758426151289,0.44461029943609814,0.03987450854976194,0.11979579983336022,90.47326916598668,4.532726935430663,13.664966189990086
0.7679320406728949,1.2703071437589613,0.46363482574434567,0.07167388752554886,0.10414268857103655,90.1501604885719,4.708023171251924,13.686254077340841
0.6385699528972874,1.2387187344016677,0.47183733232024333,0.0576231472232029,0.14459936935299578,86.94860488107878,4.890796364765742,14.088693978504947
0.6131078871375939,1.2264160459248847,0.48667270124339856,0.029088781467703814,0.07147608482516396,87.85576845943653,5.11041040615076,13.278216358451212
0.757045301763581,1.2368645878858953,0.45830637674081803,0.0354703866510522,0.09924707080645805,87.76475576244015,5.090560841520168,15.843261800096718
0.7020199368988773,1.0976236222230003,0.4694677873323244,0.05176715436797056,0.09633435553769559,93.61403127397129,5.544965888937673,13.600709233733452
0.7076674213814863,1.1113241813465655,0.44498717705009033,0.04257156088309884,0.07432781976994635,88.50581113539656,5.379686590538145,13.167243376237199
0.7158156749979969,1.1111905121580303,0.4641619702722843,0.061205086721850696,0.058806147508509835,135.39026915763904,4.95097764986867,13.146833777692592
0.7375266427148744,1.1092087185533093,0.47342847186898535,0.0480530060193348,0.07502279674533564,102.5962472563678,5.500705599627729,14.536642756469469
0.7927507664654789,1.146119183638672,0.4720568047653584,0.025920187359251806,0.08129502467067314,131.2106711558056,5.2993514406396525,13.937126411402511
0.8266413918255606,1.313395059747271,0.4553402811770884,0.04939964344094322,0.06962271712033685,166.03116225621807,5.502538895727779,13.243505949892626
0.8326421440689438,1.3307302777347534,0.503214698971055,0.04442505282389846,0.05377483662608032,164.8593020061369,5.7054053887388285,14.214797516304397
