Total Debts to Total Capital,Price to Book Ratio,Price Earnings Ratio (P/E),Total Assets Growth Rate,Revenue Growth Rate,Return on Common Equity,Return on Assets,Gross Margin
0.7811711050365642,0.9477660251775939,0.44674587947261807,0.06528552183305103,0.1038218743275088,41.50640198318773,6.1553785788753475,21.7921676414135
0.5509960318012764,1.2257228445173567,0.4990268041421002,0.08641077184396835,0.11908543480394687,51.542038941493516,5.992642334227143,22.125596236832706
0.7201537278455976,1.0348249179133486,0.5162514092648489,0.05033296420648272,0.07248175541783017,39.39284219319092,6.000223464136455,21.925293841590577
0.8284014100677404,1.0251825719138061,0.5505060800272783,0.07338059018819067,0.081565681332532,39.07974115283084,6.4934881310043515,22.003205316977827
0.7376917317741142,1.0447483292013362,0.5144766548216352,0.09137769640403949,0.09555912753729706,50.78767427536704,7.255368961677269,21.613899600795996
0.8519391541836392,1.1512610108375372,0.5596961677598101,0.05736410471795034,0.09967451691828041,127.71066778623297,7.1786227559251765,22.483582871354912
0.8329953598940186,1.1693692075623425,0.6006240985807121,0.06998831278404803,0.07060789550604236,66.33739667752184,7.110966955931322,22.282933935679736
0.8358914475614493,1.1673534900701061,0.5952203437853402,0.04586657476634458,0.0650723542832548,59.42142349200537,7.137487694786682,22.335934124507837
0.8377631875220757,1.204615735156058,0.5640809205483799,0.058937299193896675,0.11497153114081601,57.00053381176277,6.958763030698439,21.986131643197286
0.7356995936358692,1.2500552857727738,0.5634735202512041,0.07500560761099669,0.14442909347598712,84.87507968363661,7.319313984211045,22.168123625650175
0.7102002934117337,1.1822571261754755,0.6593172441346482,0.08815950826222883,0.16451367661491084,59.839883881451705,7.198967466959668,20.84851081768993
0.716839593139728,1.1180791240530226,0.6833890758320963,0.04120980167671301,0.13148814397745773,53.60385206430972,7.388628144098625,21.700659515070143
0.8256094372565449,1.0710270530610508,0.7234434857062394,0.06528772740352706,0.10840980779630892,74.29696648047945,7.932638258448546,22.290135266449173
0.7880113258111794,1.091865173806437,0.6800184223458731,0.04251350942374829,0.10789567156760238,73.34845028649626,7.41023968220001,22.08270424872648
0.7929742035718046,1.192708066479126,0.6382857904205693,0.05413358038701943,0.09729484012932695,53.26663697971822,8.179332944024738,22.25710746007484
0.8155907712609175,1.1563499011932732,0.6836176576396782,0.06682240483679402,0.09449741584183148,41.95517609385012,8.164128073570708,22.317603607096487
0.9219754158207593,1.1556845376500884,0.711070855551285,0.050646519002584794,0.09321014147258501,47.1112745287317,6.78040397011572,21.913985626535727
0.8171782287312502,1.1680988037958162,0.6503519417891949,0.04377090289978231,0.10146992441987496,42.73572955065399,6.291274923331286,21.73871924511842
0.9000443056705333,1.2120300589475277,0.6405776766005269,0.03279070581413299,0.0834596024264467,56.58065822891811,6.060320940034979,21.95322814723229
0.8714207747163553,1.181075167074049,0.6284241311033808,0.05217509216139023,0.09885519890090981,57.634726546974115,8.031265278540605,21.89826906933112
