Total Debts to Total Capital,Price to Book Ratio,Price Earnings Ratio (P/E),Total Assets Growth Rate,Revenue Growth Rate,Return on Common Equity,Return on Assets,Gross Margin
3.4859411574843056,0.8944414217223815,3.7082745211483568,0.025786396374166895,0.12533004632410552,-7.132006730769233,1.084598076923077,26.93011153846154
3.543308087099507,0.8433437725826501,3.5552878667828276,0.0070764036901802396,0.02258412333506342,-5.98696346153846,2.355205769230769,29.913311538461535
3.527825271435581,0.9479597559790531,3.793963967289608,0.015836376350163748,0.029761478812780566,-5.043614423076922,3.0932576923076924,27.87140769230769
3.4955207191479376,0.9870110079442509,3.471264645970419,0.01873469825204024,0.08747113935117398,-2.2334509615384612,4.550347115384616,27.990946153846153
3.382298234300575,0.5794300009925272,3.096170644294481,0.03878316065693851,0.00892431164904983,-2.5889653846153857,4.788417307692308,27.613507692307692
3.4768568690987496,0.7440852023451233,3.3872881905448335,0.0207498875391805,-0.0897514960276349,-2.132732692307693,4.89101923076923,24.95183076923077
3.4336216300669524,0.6558622633293264,3.49119792395635,0.016743438255159317,0.058960698621356396,-1.821995192307693,5.218552884615385,27.678869230769234
3.4654752763365813,0.5734377096484891,3.397131181850173,0.025206153341071236,-0.019300079205967807,9.101729807692307,3.8551596153846153,26.073373076923076
3.4711087389698188,0.6633145463723776,3.2237008710377983,-0.0012032431917844465,0.08188360168509998,4.894761538461538,2.2214451923076926,25.042823076923074
3.57618379230726,0.02738749491221035,2.4317459295603308,-0.06264295459273857,-0.16333940369456615,-7.670354807692309,-3.09125,24.28106538461539
3.616497651460368,0.4686921995590771,2.9355072445925763,-0.031039609145143383,-0.47978126288761724,-18.041466346153847,-6.6637182692307695,5.488026923076922
3.713680391306038,0.3622914535080207,3.181375667102789,0.00678146034635456,0.2794752931966883,-20.18957692307692,-7.22633076923077,20.31945
3.744192017103967,0.6915110594772161,3.6466541415903873,0.002883971531000939,0.09892634788801101,-21.552363461538462,-7.136171153846154,21.556384615384616
3.716486114680511,0.8490366168293503,3.876151969732884,0.08956228854286266,0.2529994729196406,-8.317163461538462,-1.6145336538461537,27.90325
3.697944958714265,0.9568529004232077,3.4998635274863124,0.016907649023348275,0.028195154601446386,0.13874903846153808,1.5487740384615383,27.477246153846156
3.6728662520701914,0.9346875319020007,3.3443481560786115,0.009814958452998521,0.1368105693312317,5.116492307692307,3.233750961538462,30.151434615384616
3.6484877492570464,0.9139807938388033,2.9493889585476603,0.04653412622982451,0.20013833836424086,12.257625961538462,5.9904913461538465,32.85711538461538
3.5921179993890857,1.1839192846521078,3.021303125903174,0.022513503449873722,0.003768594108780151,14.58025,7.39636923076923,33.055611538461534
3.532963011982571,1.0935027158257589,2.659117834934553,0.025282036036373096,0.2006755375555062,21.48463076923077,10.328183653846155,35.69603461538462
3.509691470633613,1.0636579418259795,2.4884435929668,0.021102799242378827,-0.010636228167824058,27.543120192307693,13.153367307692308,35.396669230769234
